usuario,ronda,iteracion,sliderDissatisfiedSatisfied,sliderBoredExcited,time,risk,arrival,global_id
ZFG,0,1,0,25,0.4984615284837905,0.6634833487600097,0.19823301279341907,45
ZFG,0,2,100,75,0.4846596000512216,0.9272238212895264,0.1449310118720613,45
ZFG,0,3,100,100,0.45818913617361284,0.8999651727342828,0.2728599727503848,45
ZFG,1,0,100,100,0.4595593475463711,0.868748699972358,0.2627338334810066,45
ZFG,1,1,75,75,0.4597135588354613,0.8667269593721654,0.2885390361195653,45
ZFG,1,2,100,100,0.458904671142526,0.8955263303423449,0.3041781438270339,45
ZFG,1,3,100,100,0.45818913617361284,0.8999651727342828,0.2728599727503848,45
ZFG,2,0,100,100,0.464201163042985,0.80842611231755,0.26076577370753146,45
ZFG,2,1,100,100,0.46413078686196935,0.8438098885412906,0.25955127657791444,45
ZFG,2,2,100,100,0.45330225848956623,0.7903770919436844,0.31126213496513755,45
ZFG,2,3,100,100,0.4595593475463711,0.868748699972358,0.2627338334810066,45
